,addressStreet,addressCity,addressState,addressZipCode,bikesAvailable,closeTime,docksAvailable,eventEnd,eventStart,isEventBased,isVirtual,isVisible,kioskId,kioskPublicStatus,kioskStatus,kioskUnresponsiveTime,name,notes,openTime,publicText,timeZone,totalDocks,trikesAvailable,kioskConnectionStatus,kioskType,latitude,longitude,hasGeofence,classicBikesAvailable,smartBikesAvailable,electricBikesAvailable,isArchived,clientVersion
111,1153 Valencia St,Westlake,CA,90015,9,05:44:00,4,,,False,False,False,4449,Active,FullService,,12th & Valencia,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.04557,-118.27419,False,7,0,2,False,2.174.257
112,3000 W 6th St,Koreatown,CA,90020,7,05:44:00,8,,,False,False,False,4450,Active,FullService,,Virgil & 6th,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.06349,-118.28716,False,4,0,3,False,2.174.257
113,4647 Melbourne Ave,Los Feliz,CA,90027,8,05:44:00,2,,,False,False,False,4451,Active,FullService,,Melbourne & Vermont,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.10363,-118.29131,False,8,0,0,False,2.174.257
114,1717 Hillhurst Ave,Los Feliz,CA,90027,4,05:44:00,6,,,False,False,False,4452,Active,FullService,,Hillhurst & Kingswell,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.10233,-118.28746,False,4,0,0,False,2.174.257
115,701 Lucile Ave,Silver Lake,CA,90026,4,05:44:00,2,,,False,False,False,4453,Active,FullService,,Lucile & Hoover,,05:45:00,,Pacific Standard Time,6,0,Active,1,34.08265,-118.28439,False,4,0,0,False,2.174.257
116,3775 S Vermont Ave,USC,CA,90007,4,05:44:00,10,,,False,False,False,4454,Active,FullService,,Vermont & Exposition,,05:45:00,,Pacific Standard Time,14,0,Active,1,34.0179,-118.29172,False,3,0,1,False,2.174.257
117,2841 1/2 Hyperion Ave,Silver Lake,CA,90027,9,05:44:00,9,,,False,False,False,4455,Active,FullService,,Rowena & Hyperion,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.10936,-118.27181,False,8,0,1,False,2.174.257
118,W Olympic Blvd & S Ardmore Ave,Koreatown,CA,90006,10,05:44:00,6,,,False,False,False,4456,Active,FullService,,Ardmore & Olympic,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.05243,-118.30202,False,10,0,0,False,2.174.257
119,Hollywood Blvd & Rodney Dr,Los Feliz,CA,90027,3,05:44:00,5,,,False,False,False,4457,Active,FullService,,Hollywood & Rodney,,05:45:00,,Pacific Standard Time,8,0,Active,1,34.10011,-118.28986,False,3,0,0,False,2.174.257
120,Sunset Blvd & Sanborn Ave,Silver Lake,CA,90029,8,05:44:00,9,,,False,False,False,4472,Active,FullService,,Santa Monica & Sunset,,05:45:00,,Pacific Standard Time,17,0,Active,1,34.0926,-118.28093,False,8,0,0,False,2.174.257
121,3040 Beverly Blvd,Westlake,CA,90057,6,05:44:00,2,,,False,False,False,4473,Active,FullService,,Vendome & Beverly,,05:45:00,,Pacific Standard Time,8,0,Active,1,34.07159,-118.28229,False,5,0,1,False,2.174.257
122,Ambrose Ave & Hillhurst Ave,Los Feliz,CA,90027,5,05:44:00,3,,,False,False,False,4474,Active,FullService,,Ambrose & Hillhurst,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.11003,-118.28716,False,4,0,1,False,2.174.257
123,415 San Pedro St,DTLA,CA,90013,9,05:44:00,2,,,False,False,False,4475,Active,FullService,,San Pedro & Winston,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.04518,-118.24325,False,8,0,1,False,2.174.257
124,2847 Sunset Blvd,Silver Lake,CA,90026,12,05:44:00,3,,,False,False,False,4476,Active,FullService,,Sunset & Silver Lake,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.08252,-118.27272,False,10,0,2,False,2.174.257
125,6247 Yucca St,Hollywood,CA,90028,6,05:44:00,17,,,False,False,False,4477,Active,FullService,,Yucca & Argyle,,05:45:00,,Pacific Standard Time,23,0,Active,1,34.10385,-118.32546,False,6,0,0,False,2.174.257
126,3706 Tracy St,Los Feliz,CA,90027,5,05:44:00,7,,,False,False,False,4478,Active,FullService,,Tracy & Hyperion,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.10424,-118.2737,False,5,0,0,False,2.174.257
127,2617-2717 Ellendale Pl,USC,CA,90007,5,05:44:00,7,,,False,False,False,4479,Active,FullService,,Ellendale Pl & Adams,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.0315,-118.28874,False,4,0,1,False,2.174.257
128,201 N Figueroa,DTLA,CA,90012,6,05:44:00,9,,,False,False,False,4480,Active,FullService,,Figueroa Plaza,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.05896,-118.25059,False,5,0,1,False,2.174.257
129,1300-1310 Wilcox Ave,Hollywood,CA,90038,8,05:44:00,7,,,False,False,False,4482,Active,FullService,,Wilcox & Fountain,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.09437,-118.33101,False,8,0,0,False,2.174.257
130,2420 Glendale Blv,Silver Lake,CA,90039,7,05:44:00,5,,,False,False,False,4483,Active,FullService,,Glendale & Silver Lake,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.1007,-118.25912,False,6,0,1,False,2.174.257
131,"1303 W 1st St, Los Angeles",Westlake,CA,90026,9,05:44:00,7,,,False,False,False,4486,Active,FullService,,Vista Hermosa Park,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.06126,-118.2586,False,4,0,5,False,2.174.257
132,1017 Broxton Ave,Westwood,CA,90024,10,05:44:00,6,,,False,False,False,4487,Active,FullService,,Broxton & Weyburn,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.06211,-118.44692,False,9,0,1,False,2.174.257
133,S Figueroa St & W 4th St,DTLA,CA,90071,4,05:44:00,11,,,False,False,False,4490,Active,FullService,,Figueroa & 4th,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.05355,-118.25584,False,3,0,1,False,2.174.257
134,429 S Main St,DTLA,CA,90013,8,05:44:00,5,,,False,False,False,4491,Active,FullService,,Main & Winston,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.04744,-118.24794,False,8,0,0,False,2.174.257
135,Westwood Blvd & Exposition Blvd,West Los Angeles,CA,90064,13,05:44:00,6,,,False,False,False,4492,Active,FullService,,Westwood/Rancho Park E Line Station,,05:45:00,,Pacific Standard Time,19,0,Active,1,34.03687,-118.4255,False,13,0,0,False,2.174.257
136,Sunset Blvd & Maltman Ave,Silver Lake,CA,90026,7,05:44:00,8,,,False,False,False,4493,Active,FullService,,Sunset Triangle Plaza,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.09028,-118.27719,False,5,0,2,False,2.174.257
137,1524 Sunset Blvd,Echo Park,CA,90026,5,05:44:00,4,,,False,False,False,4494,Active,FullService,,Laveta Terrace & Sunset,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.07598,-118.25601,False,5,0,0,False,2.174.257
138,1661 Western Ave ,Hollywood,CA,90020,7,05:44:00,3,,,False,False,False,4509,Active,FullService,,Western & Hollywood,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.10164,-118.30917,False,6,0,1,False,2.174.257
139,2134 Sunset Blvd,Silver Lake,CA,90026,6,05:44:00,4,,,False,False,False,4510,Active,FullService,,Mohawk Bend,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.07735,-118.26455,False,5,0,1,False,2.174.257
140,N Vignes St,Chinatown,CA,90012,5,05:44:00,14,,,False,False,False,4511,Active,FullService,,Union Station East Portal,,05:45:00,,Pacific Standard Time,19,0,Active,1,34.05628,-118.23177,False,5,0,0,False,2.174.257
141,1060 S Figueroa St ,DTLA,CA,90015,11,05:44:00,5,,,False,False,False,4512,Active,FullService,,Figueroa & 11th,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.04381,-118.26497,False,10,0,1,False,2.174.257
142,707 N Edgemont St,Los Feliz,CA,90029,9,05:44:00,9,,,False,False,False,4513,Active,FullService,,Edgemont & Melrose,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.08371,-118.29602,False,8,0,1,False,2.174.257
143,1600 Purdue Ave,West Los Angeles,CA,90025,9,05:44:00,9,,,False,False,False,4514,Active,FullService,,Purdue & Santa Monica,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.04655,-118.45144,False,9,0,0,False,2.174.257
144,11298 Mississippi Ave,West Los Angeles,CA,90025,6,05:44:00,3,,,False,False,False,4515,Active,FullService,,Mississippi & Sawtelle,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.03974,-118.44227,False,6,0,0,False,2.174.257
145,700 S Hill St,DTLA,CA,90014,8,05:44:00,11,,,False,False,False,4516,Active,FullService,,7th & Hill,,05:45:00,,Pacific Standard Time,19,0,Active,1,34.04585,-118.2544,False,8,0,0,False,2.174.257
146,1721-1701 N Highland Ave,Hollywood,CA,90028,6,05:44:00,5,,,False,False,False,4517,Active,FullService,,Highland & Hollywood,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.10196,-118.33885,False,6,0,0,False,2.174.257
147,720 S Normandie Ave,Koreatown,CA,90005,2,05:44:00,4,,,False,False,False,4518,Active,FullService,,Normandie & 8th,,05:45:00,,Pacific Standard Time,6,0,Active,1,34.05797,-118.29975,False,1,0,1,False,2.174.257
148,4955 Inglewood Blvd,Del Rey,CA,90230,4,05:44:00,8,,,False,False,False,4521,Active,FullService,,Inglewood & Ballona,,05:45:00,,Pacific Standard Time,12,0,Active,1,33.99032,-118.41205,False,3,0,1,False,2.174.257
149,311 S Western Ave,Koreatown,CA,90020,6,05:44:00,9,,,False,False,False,4523,Active,FullService,,Western & 3rd,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.06875,-118.30928,False,6,0,0,False,2.174.257
150,Wilshire Normandie Plaza,Koreatown,CA,90005,5,05:44:00,9,,,False,False,False,4524,Active,FullService,,Wilshire & Normandie,,05:45:00,,Pacific Standard Time,14,0,Active,1,34.06163,-118.30119,False,4,0,1,False,2.174.257
151,7000 Hawthorn Ave,Hollywood,CA,90028,6,05:44:00,5,,,False,False,False,4525,Active,FullService,,Hawthorn & Orange,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.10038,-118.3418,False,6,0,0,False,2.174.257
152,7333 Franklin Ave,Hollywood,CA,90046,13,05:44:00,10,,,False,False,False,4526,Active,FullService,,Franklin & Fuller,,05:45:00,,Pacific Standard Time,23,0,Active,1,34.10338,-118.34919,False,13,0,0,False,2.174.257
153,1714 N McCadden Pl,Hollywood,CA,90028,9,05:44:00,5,,,False,False,False,4527,Active,FullService,,McCadden & Hollywood,,05:45:00,,Pacific Standard Time,14,0,Active,1,34.102,-118.33741,False,9,0,0,False,2.174.257
154,1080 Glendon Ave,Westwood,CA,90024,8,05:44:00,2,,,False,False,False,4528,Active,FullService,,Glendon & Kinross,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.06097,-118.44437,False,6,0,2,False,2.174.257
155,6561 Hollywood Blvd,Hollywood,CA,90028,6,05:44:00,7,,,False,False,False,4529,Active,FullService,,Whitley & Hollywood,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.10186,-118.33329,False,6,0,0,False,2.174.257
156,6331 Hollywood Blvd,Hollywood,CA,90028,5,05:44:00,11,,,False,False,False,4534,Active,FullService,,Ivar & Hollywood,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.10186,-118.32811,False,5,0,0,False,2.174.257
157,600 Venice Boulevard,Venice,CA,90291,5,05:44:00,5,,,False,False,False,4536,Active,FullService,,Venice & Abbot Kinney,,05:45:00,,Pacific Standard Time,10,0,Active,1,33.98908,-118.46226,False,5,0,0,False,2.174.257
158,1500 N Highland Ave,Hollywood,CA,90028,10,05:44:00,10,,,False,False,False,4537,Active,FullService,,Highland & Sunset,,05:45:00,,Pacific Standard Time,23,0,Active,1,34.09823,-118.33882,False,9,0,1,False,2.174.257
159,450 S Western Ave ,Koreatown,CA,90020,5,05:44:00,3,,,False,False,False,4538,Active,FullService,,5th & Western,,05:45:00,,Pacific Standard Time,8,0,Active,1,34.06543,-118.30882,False,4,0,1,False,2.174.257
160,1717 N Cherokee Ave,Hollywood,CA,90028,7,05:44:00,7,,,False,False,False,4539,Active,FullService,,Cherokee & Hollywood,,05:45:00,,Pacific Standard Time,14,0,Active,1,34.10176,-118.33474,False,7,0,0,False,2.174.257
161,111 S Utah St,Boyle Heights,CA,90033,13,05:44:00,5,,,False,False,False,4540,Active,FullService,,1st & Utah,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.04776,-118.22541,False,11,0,2,False,2.174.257
162,6900 Pacific Ave,Playa del Rey,CA,90293,0,05:44:00,8,,,False,False,False,4543,Active,FullService,,Toes Beach at Culver Blvd,,05:45:00,,Pacific Standard Time,8,0,Active,1,33.95718,-118.45125,False,0,0,0,False,2.174.257
163,Dockweiler Beach,Playa Del Rey,CA,90293,6,05:44:00,8,,,False,False,False,4544,Active,FullService,,Dockweiler Beach at Imperial Hwy,,05:45:00,,Pacific Standard Time,14,0,Active,1,33.92846,-118.4352,False,1,0,5,False,2.174.257
164,200 Culver Blvd,Playa Del Rey,CA,90293,4,05:44:00,4,,,False,False,False,4545,Active,FullService,,Vista Del Mar & Culver,,05:45:00,,Pacific Standard Time,8,0,Active,1,33.95879,-118.44828,False,4,0,0,False,2.174.257
165,12201 Exposition Blvd,West Los Angeles,CA,90064,9,05:44:00,10,,,False,False,False,4546,Active,FullService,,Expo/Bundy E Line Station,,05:45:00,,Pacific Standard Time,19,0,Active,1,34.0314,-118.45363,False,7,0,2,False,2.174.257
166,3205 Washington Blvd,Venice,CA,90292,3,05:44:00,7,,,False,False,False,4547,Active,FullService,,Stanford & Washington,,05:45:00,,Pacific Standard Time,10,0,Active,1,33.9897,-118.44888,False,1,0,2,False,2.174.257
167,8985 Venice Blvd,Palms,CA,90034,7,05:44:00,4,,,False,False,False,4548,Active,FullService,,Durango & Venice,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.02683,-118.39352,False,4,0,3,False,2.174.257
168,3010 S Barrington Ave,Mar Vista,CA,90066,8,05:44:00,8,,,False,False,False,4549,Active,FullService,,Barrington & National,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.02245,-118.43833,False,6,0,2,False,2.174.257
169,12415 Culver Blvd,Del Rey,CA,90066,8,05:44:00,4,,,False,False,False,4552,Active,FullService,,Culver & Centinela,,05:45:00,,Pacific Standard Time,12,0,Active,1,33.99097,-118.4213,False,4,0,4,False,2.174.257
170,12904 Venice Blvd,Mar Vista,CA,90066,3,05:44:00,6,,,False,False,False,4553,Active,FullService,,Venice & Beethoven,,05:45:00,,Pacific Standard Time,9,0,Active,1,33.99958,-118.44136,False,2,0,1,False,2.174.257
171,12413 Venice,Mar Vista,CA,90066,5,05:44:00,6,,,False,False,False,4554,Active,FullService,,Venice & Colonial,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.00351,-118.43438,False,5,0,0,False,2.174.257
172,12006 Venice Blvd,Mar Vista,CA,90066,5,05:44:00,3,,,False,False,False,4555,Active,FullService,,Venice & Inglewood,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.00587,-118.42916,False,5,0,0,False,2.174.257
173,3781 McLaughlin,Mar Vista,CA,90066,10,05:44:00,3,,,False,False,False,4556,Active,FullService,,McLaughlin & Venice,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.00902,-118.42501,False,6,0,4,False,2.174.257
174,11289 Venice Blvd,Mar Vista,CA,90066,7,05:44:00,3,,,False,False,False,4557,Active,FullService,,Venice & Sawtelle,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.0118,-118.41944,False,7,0,0,False,2.174.257
175,3775 Bagley Ave,Palms,CA,90034,10,05:44:00,7,,,False,False,False,4558,Active,FullService,,Bagley & Venice,,05:45:00,,Pacific Standard Time,17,0,Active,1,34.02569,-118.3953,False,7,0,3,False,2.174.257
176,10875 Palms Blvd,Palms,CA,90034,7,05:44:00,2,,,False,False,False,4559,Active,FullService,,Palms & Kelton,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.02199,-118.4165,False,6,0,1,False,2.174.257
177,3585 S Sepulveda Blvd,Palms,CA,90034,2,05:44:00,6,,,False,False,False,4560,Active,FullService,,Sepulveda & Charnock,,05:45:00,,Pacific Standard Time,8,0,Active,1,34.01737,-118.4206,False,2,0,0,False,2.174.257
178,3466 S Sepulveda Blvd,Palms,CA,90034,3,05:44:00,6,,,False,False,False,4561,Active,FullService,,Sepulveda & Palms,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.02006,-118.42268,False,2,0,1,False,2.174.257
179,Sepulveda & National,Palms,CA,90064,8,05:44:00,7,,,False,False,False,4562,Active,FullService,,Sepulveda & National,,05:45:00,,Pacific Standard Time,16,0,Active,1,34.02697,-118.42821,False,8,0,0,False,2.174.257
180,10823 Venice Blvd,Palms,CA,90034,5,05:44:00,5,,,False,False,False,4563,Active,FullService,,Venice & Glendon,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.01745,-118.40957,False,4,0,1,False,2.174.257
181,11295 Exposition Blvd,West Los Angeles,CA,90064,7,05:44:00,8,,,False,False,False,4564,Active,FullService,,Expo/Sepulveda E Line Station,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.03535,-118.43414,False,6,0,1,False,2.174.257
182,4314-4300 Alla Rd,Del Rey,CA,90066,7,05:44:00,5,,,False,False,False,4565,Active,FullService,,Alla & Maxella,,05:45:00,,Pacific Standard Time,12,0,Active,1,33.98995,-118.43467,False,7,0,0,False,2.174.257
183,9907 Venice Blvd,Palms,CA,90034,7,05:44:00,8,,,False,False,False,4566,Active,FullService,,Venice & Hughes,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.02339,-118.39922,False,7,0,0,False,2.174.257
184,10404 Venice Blvd,Palms,CA,90034,7,05:44:00,4,,,False,False,False,4567,Active,FullService,,Venice & Motor,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.02018,-118.40403,False,5,0,2,False,2.174.257
185,10001 Exposition Blvd,Palms,CA,90034,9,05:44:00,5,,,False,False,False,4568,Active,FullService,,Palms E Line Station,,05:45:00,,Pacific Standard Time,14,0,Active,1,34.02912,-118.40317,False,6,0,3,False,2.174.257
186,10323 Palms Blvd,Palms,CA,90034,7,05:44:00,2,,,False,False,False,4569,Active,FullService,,Palms & Motor,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.02655,-118.40846,False,6,0,1,False,2.174.257
187,3732 S Sepulveda Blvd,Palms,CA,90034,7,05:44:00,9,,,False,False,False,4570,Active,FullService,,Sepulveda & Venice,,05:45:00,,Pacific Standard Time,17,0,Active,1,34.01376,-118.4178,False,6,0,1,False,2.174.257
188,10618 Rose Ave,Palms,CA,90034,1,05:44:00,6,,,False,False,False,4571,Active,FullService,,Rose & Overland,,05:45:00,,Pacific Standard Time,7,0,Active,1,34.02765,-118.41356,False,1,0,0,False,2.174.257
189,10377 National Blvd,Palms,CA,90034,5,05:44:00,10,,,False,False,False,4572,Active,FullService,,National & Motor,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.02948,-118.41047,False,5,0,0,False,2.174.257
190,3301 Westwood Blvd,Palms,CA,90064,4,05:44:00,7,,,False,False,False,4573,Active,FullService,,Westwood & National,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.03047,-118.42098,False,4,0,0,False,2.174.257
191,11220-11200 Lucerne Ave,Del Rey,CA,90230,8,05:44:00,3,,,False,False,False,4575,Active,FullService,,Lucerne & Sepulveda,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.00031,-118.40253,False,7,0,1,False,2.174.257
192,3704-3700 Motor Ave,Palms,CA,90034,2,05:44:00,8,,,False,False,False,4576,Active,FullService,,Motor & Regent,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.02258,-118.40551,False,0,0,2,False,2.174.257
193,4743 Inglewood Blvd,Del Rey,CA,90230,8,05:44:00,3,,,False,False,False,4577,Active,FullService,,Inglewood & Braddock,,05:45:00,,Pacific Standard Time,11,0,Active,1,33.99302,-118.41491,False,7,0,1,False,2.174.257
194,755 S Main,DTLA,CA,90014,7,05:44:00,1,,,False,False,False,4578,Active,FullService,,Main & 8th,,05:45:00,,Pacific Standard Time,8,0,Active,1,34.04298,-118.25295,False,5,0,2,False,2.174.257
195,4666-4650 Alla Rd,Del Rey,CA,90066,7,05:44:00,4,,,False,False,False,4579,Active,FullService,,Alla & Glencoe,,05:45:00,,Pacific Standard Time,12,0,Active,1,33.98486,-118.43113,False,6,0,1,False,2.174.257
196,Centinela & Lucile,Playa Vista,CA,90230,2,05:44:00,6,,,False,False,False,4580,Active,FullService,,Centinela & Lucile,,05:45:00,,Pacific Standard Time,8,0,Active,1,33.98292,-118.41093,False,2,0,0,False,2.174.257
197,Playa Vista Drive,Playa Vista,CA,90094,6,05:44:00,11,,,False,False,False,4581,Active,FullService,,Playa Vista Library,,05:45:00,,Pacific Standard Time,17,0,Active,1,33.97024,-118.42607,False,3,0,3,False,2.174.257
198,5504 Westlawn Ave,Playa Vista,CA,90066,7,05:44:00,7,,,False,False,False,4582,Active,FullService,,Westlawn & Beatrice,,05:45:00,,Pacific Standard Time,14,0,Active,1,33.98099,-118.41488,False,6,0,1,False,2.174.257
199,12855 Runway,Playa Vista,CA,90094,10,05:44:00,12,,,False,False,False,4583,Active,FullService,,McConnell & Runway,,05:45:00,,Pacific Standard Time,22,0,Active,1,33.97619,-118.41842,False,7,0,3,False,2.174.257
200,6265 Fountain Ave,Hollywood,CA,90028,13,05:44:00,1,,,False,False,False,4584,Active,FullService,,Fountain & Vine,,05:45:00,,Pacific Standard Time,14,0,Active,1,34.09435,-118.32636,False,13,0,0,False,2.174.257
201,650 S Western Ave,Koreatown,CA,90005,7,05:44:00,6,,,False,False,False,4587,Active,FullService,,Wiltern,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.06079,-118.30907,False,7,0,0,False,2.174.257
202,11688 Chandler Blvd,North Hollywood,CA,96106,6,05:44:00,11,,,False,False,False,4595,Active,FullService,,Chandler & Colfax,,05:45:00,,Pacific Standard Time,17,0,Active,1,34.16835,-118.3875,False,6,0,0,False,2.174.257
203,5352 Laurel Canyon Blvd,North Hollywood,CA,96106,8,05:44:00,7,,,False,False,False,4596,Active,FullService,,Chandler & Laurel Canyon,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.16833,-118.39616,False,8,0,0,False,2.174.257
204,10301 W Magnolia Blvd,North Hollywood,CA,96106,9,05:44:00,2,,,False,False,False,4597,Active,FullService,,Magnolia & Clybourn,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.16522,-118.35515,False,9,0,0,False,2.174.257
205,5223 Lankershim Blvd,North Hollywood,CA,91601,6,05:44:00,3,,,False,False,False,4598,Active,FullService,,North Hollywood Plaza,,05:45:00,,Pacific Standard Time,9,0,Active,1,34.16552,-118.37515,False,6,0,0,False,2.174.257
206,10605 Chandler Blvd,North Hollywood,CA,96106,4,05:44:00,8,,,False,False,False,4599,Active,FullService,,Chandler & Cahuenga,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.16875,-118.36187,False,3,0,1,False,2.174.257
207,5906 Lankershim Blvd,North Hollywood,CA,96106,5,05:44:00,5,,,False,False,False,4600,Active,FullService,,Lankershim & Califa,,05:45:00,,Pacific Standard Time,10,0,Active,1,34.17765,-118.38231,False,4,0,1,False,2.174.257
208,5032 Lankershim Blvd,North Hollywood,CA,96106,7,05:44:00,4,,,False,False,False,4601,Active,FullService,,Lankershim & Hesby,,05:45:00,,Pacific Standard Time,11,0,Active,1,34.16171,-118.37282,False,7,0,0,False,2.174.257
209,10650 W Magnolia Blvd,North Hollywood,CA,96106,6,05:44:00,6,,,False,False,False,4602,Active,FullService,,Magnolia & Cartwright,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.16495,-118.36363,False,4,0,2,False,2.174.257
210,10600 Riverside Dr,North Hollywood,CA,96106,9,05:44:00,8,,,False,False,False,4603,Active,FullService,,Riverside & Cahuenga,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.15214,-118.36195,False,9,0,0,False,2.174.257
211,4825 Lanklershim Blvd,North Hollywood,CA,96106,8,05:44:00,4,,,False,False,False,4604,Active,FullService,,Lankershim & Vineland,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.15832,-118.37081,False,7,0,1,False,2.174.257
212,4499 Mariota Ave,North Hollywood,CA,96106,2,05:44:00,11,,,False,False,False,4605,Active,FullService,,Mariota & Riverside,,05:45:00,,Pacific Standard Time,13,0,Active,1,34.152,-118.3506,False,1,0,1,False,2.174.257
213,5377 Lankershim,North Hollywood,CA,96106,13,05:44:00,7,,,False,False,False,4606,Active,FullService,,North Hollywood Station,,05:45:00,,Pacific Standard Time,20,0,Active,1,34.16863,-118.37707,False,13,0,0,False,2.174.257
214,"425 Westwood Plaza, Los Angeles, CA 90095",Westwood,CA,90095,3,05:44:00,9,,,False,False,False,4613,Active,FullService,,Gateway Plaza,,05:45:00,,Pacific Standard Time,12,0,Active,1,34.06975,-118.44535,False,3,0,0,False,2.174.257
215,1317 Portola Plaza,Westwood,CA,90095,1,05:44:00,17,,,False,False,False,4614,Active,FullService,,Perloff Hall,,05:45:00,,Pacific Standard Time,18,0,Active,1,34.07365,-118.43984,False,1,0,0,False,2.174.257
216,6203 Hollywood Blvd,Hollywood,CA,90028,2,05:44:00,15,,,False,False,False,4627,Active,FullService,,Argyle & Hollywood ,,05:45:00,,Pacific Standard Time,17,0,Active,1,34.10185,-118.32514,False,2,0,0,False,2.174.257
217,2966 7th St,Koreatown,CA,90005,11,05:44:00,4,,,False,False,False,4628,Active,FullService,,7th & Westmoreland,,05:45:00,,Pacific Standard Time,15,0,Active,1,34.05978,-118.28854,False,10,0,1,False,2.174.257
218,13438 Maxella Ave,Del Rey,CA,90292,4,05:44:00,11,,,False,False,False,4632,Active,FullService,,Maxella & Glencoe,,05:45:00,,Pacific Standard Time,15,0,Active,1,33.98667,-118.44095,False,4,0,0,False,2.174.257
219,"UCLA12, Drake Stadium",Los Angeles,CA,90095,7,23:59:00,13,,,False,False,False,4643,Active,FullService,,Drake Stadium,,00:00:00,,Pacific Standard Time,20,0,Active,1,34.07262,-118.44944,False,3,0,4,False,2.174.257
220,"UCLA17, Weyburn Terrace",Los Angeles,CA,90024,8,23:59:00,4,,,False,False,False,4644,Active,FullService,,Weyburn Terrace,,00:00:00,,Pacific Standard Time,12,0,Active,1,34.06186,-118.45002,False,7,0,1,False,2.174.257
221,3210 Sawtelle Blvd,Los Angeles,CA,90066,7,23:59:00,5,,,False,False,False,4645,Active,FullService,,University Village (Sawtelle Blvd),,00:00:00,,Pacific Standard Time,12,0,Active,1,34.02341,-118.42901,False,5,0,2,False,2.174.257
